block_id	offset	encoded_length	text
49	8800	19	ROAMING URSADDERS ATTACK!
49	8857	24	YOU MEET SOME LOWLANDER MINERS.
49	8899	9	THEY ATTACK!
49	8921	15	THEY RUSH PAST YOU.
49	8948	4	NORTH
49	8959	11	SOUTH AND WEST
49	8977	6	SOUTHERN
49	9034	3	UP -
49	9041	5	DOWN -
49	9091	25	A VOICE BLARES OUT OF A SPEAKER.
50	115	27	YOU ENTER AN UPWARD SLANTING TUNNEL.
50	170	24	YOU RETURN TO THE LOWLANDER LAB.
50	224	15	RETURN TO THE MINES?
50	523	36	YOU USE YOUR PASSKEY TO OPEN THE HYDRAULIC DOOR.
50	564	24	THIS HYDRAULIC DOOR WON'T OPEN.
50	794	29	AN ELEVATOR GOING DOWN. DO YOU USE IT?
50	839	22	YOU ARE UNABLE TO OPERATE IT.
50	866	38	YOU USE LEANDER'S PASSCARD. THE ELEVATOR DESCENDS.
50	934	32	YOU CAN CLIMB OUT OF THE LAB HERE. DO YOU?
50	1010	7	YOU FLEE!
50	1044	30	YOU FIND AN UP ELEVATOR. DO YOU USE IT?
50	1120	107	ENTERING THE LAB COMPLEX, YOU FIND THE SOURCE OF THE EARTHQUAKE. AN EXPLOSION LARGE ENOUGH TO BLOW AWAY THE ROOF HAS EXPOSED THE VENUSIAN SKY.
50	1249	11	THE BODIES OF
50	1267	55	SOLDIERS LIE HERE. THEY APPEAR TO HAVE BEEN CRUSHED BY ENORMOUS WEIGHTS.
50	1359	54	YOU FIND DEAD LOWLANDER TECHNICIANS. THEIR BODIES ARE HORRIBLY CRUSHED.
50	1469	79	A LOWLANDER CALLS OUT TO YOU. 'HALT! DO NOT SSTEP NEARER! THERE ISS A POWERFUL GRAVITY FIELD BETWEEN USS!
50	1705	37	LEANDER SEES YOU. 'HURRY AND TURN OFF THE FIELD!'
50	1755	24	YOU STEP INTO THE GRAVITY FIELD!
50	1786	30	CRUSHING FORCE SLAMS YOU TO THE GROUND.
50	1830	21	YOU MANAGE TO STAGGER BACK.
50	1886	33	SOLDIERS ARE DISMANTLING THE COMPUTER HERE.
50	1923	27	THEY SEE YOU AND DRAW THEIR WEAPONS!
50	1998	48	THE CONTROLS TO THE GRAVITY FIELD ARE HERE. DO YOU TURN IT OFF?
50	2052	24	YOU SHUT DOWN THE GRAVITY FIELD.
50	2115	59	LEANDER MEETS YOU. 'THANKSS FOR TURNING OFF THE FIELD. WE MUSST SSTILL HURRY!'
50	2178	10	HE CONTINUES,
50	2191	7	HIS WORDS
50	2203	69	LEANDER JOINS THE PARTY AND HANDS YOU A PASSCARD. 'WE'LL USSE THISS TO WORK THE ELEVATORSS.'
50	2294	11	THE BODY OF A
50	2312	40	SOLDIER LIES HERE. HE HAS BEEN KILLED BY LASER FIRE.
50	2385	33	YOU HEAR SOUNDS TO THE WEST. LEANDER SPEAKS.
50	2506	26	ARE TORMENTING THE LAB DIRECTOR.
50	2540	3	WAIT
50	2545	5	ATTACK
50	2552	4	LEAVE
50	2574	59	ONE SOLDIER SPEAKS. 'OK, GENNIE! WHERE IS THE EARTH SCIENTIST YOU ARE HIDING?'
50	2827	27	LEANDER DRAWS HIS GUN AND ATTACKS!
50	2861	18	THE SOLDIERS NOTICE YOU!
50	2886	9	YOU ATTACK!
50	2963	14	YOU TURN TO LEAVE.
50	2993	21	THIS LAB HAS BEEN RANSACKED.
50	3041	27	YOU HEAR A COMMOTION FROM THE SOUTH.
50	3076	42	LEANDER SAYS, 'WE SSTORE OUR DATA ARCHIVESS IN THERE.'
50	3143	20	YOU ENTER A DATA ARCHIVE.
50	3181	39	FORCES ARE PUTTING COMPUTER DATA CAPSULES IN SACKS.
50	3233	18	THEY SEE YOU AND ATTACK!
50	3247	21	EP28Q0KT EB0FPAP,
50	3290	36	MERCURIAN FORCES ARE BURNING THE DATA CAPSULES!
50	3330	18	THEY SEE YOU AND ATTACK!
50	3407	61	THE DATA CAPSULES WERE DAMAGED IN THE CROSSFIRE. THEY ARE RUINED BEYOND RECOVERY.
50	3550	8	SEARCHING
50	3565	12	FORCES ATTACK!
50	3706	22	A MERCURIAN PATROL SPOTS YOU!
50	3767	18	MERCURIAN FORCES ATTACK!
50	3849	17	OUTSIDE THE ELEVATOR,
50	3873	16	FORCES STAND GUARD.
50	3897	9	MOVE CLOSER
50	3908	5	ATTACK
50	3915	3	FLEE
50	3920	3	WAIT
50	3969	13	YOU STEP CLOSER.
50	3987	26	WITH A START, THE SOLDIERS ATTACK!
50	4020	95	ONE OF THE SOLDIERS SPEAKS. 'AH, YOU MUST BE LORD REFUGE'S INFILTRATION TEAM! DID YOU CATCH ANY MORE OF THOSE LOWLAND VERMIN?'
50	4119	31	HE APPROACHES AND GLANCES AT YOUR HANDS.
50	4201	20	THE SOLDIERS DRAW WEAPONS!
50	4280	109	SEARCHING THE SOLDIERS, YOU SEE THAT THEY ALL WEAR RINGS WITH A GREEN SQUARE SET WITHIN A WHITE CIRCLE. ONE SOLDIER HAS A BROCHURE IN HIS POCKET.
50	4393	9	YOU TAKE IT,
50	4413	34	YOU FLEE. THE SOLDIERS RUN DOWN THE CORRIDOR.
50	4486	38	AS YOU ROUND THE CORNER, YOU SEE A LARGE GROUP OF
50	4531	40	SOLDIERS DRAGGING OFF SOME BOUND LOWLAND SCIENTISTS.
50	4575	19	SOME OF THEM TURN BACK...
50	4601	9	AND ATTACK!
50	4691	22	A BATTLE ENSUES IN THIS LAB.
50	4720	65	SOLDIERS HAVE PINNED DOWN SOME LOWLANDERS.  AS YOU ENTER, THEY BEGIN SHOOTING AT YOU!
50	4789	24	YOU JOIN THE LOWLANDERS DEFENSE.
50	4872	12	THE LOWLANDERS
50	4892	14	GREET LEANDER AND
50	4909	17	THANK YOU. THEY LEAVE.
50	4954	24	YOU HEAR GUNFIRE TO THE SOUTH.
50	4989	52	LEANDER SEEMS WORRIED. 'THE GRAVITOL FACTORY! WE MUSST INVESSTIGATE!'
50	5045	24	HE HURRIES SOUTH. DO YOU FOLLOW?
50	5082	24	HE RUNS THROUGH THE SOUTH DOOR.
50	5125	12	YOU HEAR A SHOT!
50	5141	15	YOU FOLLOW LEANDER.
50	5198	99	LEANDER SPEAKS. 'THISS ISS OUR GRAVITOL FACTORY. I ENTRUSST YOU WITH A GREAT SSECRET. YOU MUSST NOT REVEAL WHAT YOU SSEE TO ANYONE.'
50	5345	24	YOU ENTER THE GRAVITOL FACTORY.
50	5379	19	LEANDER'S BODY LIES HERE.
50	5409	44	SOLDIERS ARE GATHERING SAMPLES OF NATIVE PLANT MATERIALS.
50	5461	48	LEANDER IS OUTRAGED. 'THEY ARE SSTEALING THE GRAVITOL PLANTSS!'
50	5515	21	HE DRAWS HIS GUN AND FIRES!
50	5544	28	YOU ARE NOTICED. THE SOLDIERS ATTACK!
50	5774	35	VENUSIAN PLANT MATERIALS SIMMER IN LARGE VATS.
50	5833	24	YOU LEAVE THE GRAVITOL FACTORY.
50	5893	39	MEDICINAL PROCESSING EQUIPMENT STANDS INACTIVE HERE.
50	5975	43	YOU ENTER A ROOM FULL OF MEDICINAL PROCESSING EQUIPMENT.
50	6025	50	SOLDIERS AIM THEIR GUNS AT LOWLANDERS LINED UP AGAINST THE WALL.
50	6084	3	WAIT
50	6089	5	ATTACK
50	6096	4	LEAVE
50	6124	7	YOU WAIT.
50	6136	23	THE SOLDIERS FIRE THEIR GUNS!
50	6170	94	THE EXECUTED LOWLANDERS CRUMPLE TO THE GROUND. A SOLDIER SNARLS, 'THAT'LL TEACH THE GENNIE-SCUM TO HOLD INFORMATION FROM US!'
50	6283	39	LEANDER GOES BERSERK, FIRING HIS LASER RIFLE MADLY!
50	6358	29	THE SOLDIERS TURN TO FACE YOUR THREAT.
50	6445	87	ONE OF THE LOWLANDERS SPEAKS, 'THOSSE SSOLDIERSS WERE TRYING TO WRESST THE SSECRET OF GRAVITOL PRODUCTION FROM USS.
50	6614	16	THE LOWLANDERS LEAVE.
50	6641	8	YOU LEAVE.
50	6674	24	YOU HEAR GUNFIRE IN THE FACTORY!
50	6723	78	CRUMPLED AGAINST THE WALL LIE THE BODIES OF LOWLANDER TECHNICIANS. THEY HAVE BEEN SHOT THROUGH THE HEAD.
50	6842	25	SOLDIERS ARE SEARCHING THE ROOM.
50	6897	75	THE TERRAN YOU FOUGHT ON MERCURY IS HERE. MUCH OF HIS BODY HAS BEEN REPLACED WITH CYBERNETIC PARTS!
50	6984	10	HIDE AND WAIT
50	6996	5	ATTACK
50	7054	27	ONE OF THE SOLDIERS APPROACHES HIM.
50	7480	12	YOU ARE NOTICED!
50	7565	90	SEARCHING THE BODY OF THE CYBORG, YOU FIND HIS RING. IT IS SET WITH THE DESIGN OF GREEN SQUARE INSIDE OF A WHITE CIRCLE.
50	7659	43	AROUND THE EDGE, IN SMALL LETTERS, IS ETCHED 'P.U.R.G.E.'
50	7744	51	AS YOU ENTER THE ROOM, LOWLANDER SCIENTISTS DRAW THEIR WEAPONS, BUT
50	7804	34	BEFORE ANYTHING CAN HAPPEN, LEANDER WALKS IN.
50	7846	24	THEY SEE LEANDER AND LOWER THEM.
50	7896	74	ONE SCIENTIST SPEAKS. 'THANK YOU FOR SSAVING USS. WE ARE GLADDENED THAT WE MAY CONTINUE OUR WORK.'
50	8081	76	THE OTHER SCIENTISTS SEEM SET BACK BY THE NEWS. BEFORE THEY CAN RESPOND, HOWEVER, AN ALARM RINGS OUT.
50	8172	53	LEANDER SAYS, 'THAT ISS THE INTRUDER ALERT! THERE ARE MORE INVADERSS!'
50	8229	33	HE RETRIEVES A MAP PRINTOUT FROM A COMPUTER,
50	8435	9	I AM BACK.'
50	8448	27	THE SCIENTISTS LOWER THEIR WEAPONS.
50	8476	9	A40IA
50	8663	29	MERCURIANS CHARGE OUT OF THE ELEVATOR!
50	8719	24	YOU RUN INTO A MERCURIAN PATROL!
50	8819	6	LEANDER
50	8873	67	LEANDER HESITATES. 'IF YOU LEAVE, I MUSST SSTAY TO HELP MY FRIENDSS.' DO YOU STILL LEAVE?
50	8953	12	LEANDER LEAVES.
50	8990	18	LEANDER LIES IN A COMA!
50	9012	48	A LOWLANDER MEDIC RUSHES UP. 'HE NEEDS MEDICAL HELP RIGHT NOW!'
50	9064	38	A STRETCHER TEAM ARRIVES. LEANDER IS TRUNDLED OFF.
50	9141	4	PURGE
50	9149	5	TERRAN
64	142	17	THE AIRLOCK IS SEALED.
64	168	12	BLAST THE DOOR?
64	191	31	YOU LAUNCH AS LUNARIAN MASS DRIVERS FIRE.
64	435	65	AN OFFICIAL SAYS, 'YOUR SHIP IS IMPOUNDED. REPORT TO LT. JENNER. GO OUT AND DUE EAST.'
64	528	20	YOU SPOT DR. COLDOR AHEAD.
64	560	12	COPERNICUS PORT
64	590	13	COPERNICUS POLICE
64	632	41	A GREY-SUITED MAN LOOKS UP. 'WHO ARE YOU HERE TO SEE?'
64	681	8	LT. JENNER
64	691	9	POLICE CHIEF
64	715	21	A MAN SHOUTS, 'TERRORISTS!'
64	885	75	A MAN IN LUNA GREY SHAKES YOUR HANDS. 'WELCOME. SORRY ABOUT YOUR SHIP, BUT THERE ARE A FEW PROBLEMS.
64	1104	10	HE CONTINUES,
64	1203	55	JENNER LOOKS IRRITATED. 'I CANNOT HELP YOU ANYMORE. FULFILL THE BARGAIN.'
64	1372	24	JENNER LEAVES AS OTHERS RUSH IN.
64	1441	12	POLICE RUSH YOU.
64	1480	24	A POLICEMAN STANDS BEFORE YOU.
64	1581	4	LEAVE
64	1587	5	ATTACK
64	1613	22	HE SHOUTS FOR REINFORCEMENTS.
64	1687	35	MCKAY LOOKS UP. 'ALL RIGHT, WHAT DO YOU WANT?'
64	1730	4	A CUT
64	1736	8	DR. COLDOR
64	1746	10	POWER FOR NEO
64	1774	15	THE OFFICE IS EMPTY.
64	1851	22	WE HAVE DONE SO MUCH ALREADY.
64	1876	41	STILL, MEET ME AT KOI'S OFFICES. WE WILL DISCUSS IT.'
64	1965	43	YOU REACH DR. COLDOR AS SHE IS ABOUT TO ENTER A JET CAR.
64	2016	4	WATCH
64	2022	3	TALK
64	2027	3	GRAB
64	2048	86	TWO MEN ENTER THE CAR. AS IT SPEEDS AWAY TO THE NORTH, YOU NOTICE THE NAME 'TSAI WEAPONRY' EMBLAZONED ON THE BACK.
64	2139	97	IN RESPONSE SHE SAYS, 'I WAS WARNED THAT OTHER'S WERE AFTER MY SECRETS. SORRY, BUT NEO HAS MY SERVICES.' SHE ENTERS THE JET CAR.
64	2244	4	WATCH
64	2250	3	GRAB
64	2268	108	A MAN INTERCEPTS YOUR REACHING HAND. 'LUNARIANS DO NOT APPRECIATE VIOLENCE BY FOREIGNERS. INTERFERE AND EITHER WE OR THE POLICE WILL KILL YOU.'
64	2384	4	WATCH
64	2390	5	ATTACK
64	2410	44	WEAPONS ARE DRAWN AS THE JET CAR SPEEDS AWAY. SIRENS WAIL.
64	2482	11	KEPLER'S STORE
64	2522	45	THE STORE CONTAINS ROW AFTER ROW OF LUXURY GOODS AND FOODS.
64	2571	44	PATRONS PANIC AND SCATTER AT YOUR APPROACH. POLICE ARRIVE.
64	2631	14	OVERFELDT SUPPLIES
64	2677	32	THE PROPRIETOR COMES UP. 'MAY I HELP YOU?'
64	2758	21	SENATOR KOI POLITICAL OFFICE
64	2816	55	A YOUNG MAN LOOKS UP. 'I'M UDU, THE SENATOR'S ASSISTANT. MAY I HELP YOU?'
64	2879	9	LOOK AROUND
64	2890	9	SEE SENATOR
64	2901	6	NOTHING
64	2933	37	PEOPLE FLEE AT YOUR APPROACH. POLICE SOON ARRIVE.
64	2992	39	UDU IS FRIENDLY, BUT ADAMANTLY OPPOSES YOUR ENTRY.
64	3039	4	LEAVE
64	3045	5	ATTACK
64	3065	53	WHEN YOU FLASH THE FORGED BADGE, UDU SAYS, 'FEEL FREE TO LOOK AROUND.'
64	3122	32	UDU FALLS. POLICE ARRIVE AS ALARMS SHRIEK.
64	3210	22	YOU WILL HAVE TO TRY LATER.'
64	3240	4	LEAVE
64	3246	5	ATTACK
64	3266	40	YOU MAY WAIT IN HIS OFFICE WHILE I TRY TO REACH HIM.'
64	3338	24	YOU QUICKLY SEARCH THE OFFICE.
64	3379	53	YOU FIND ILLEGAL STOCK TRANSFERS LINKING THE SENATOR TO TSAI WEAPONRY.
64	3449	33	YOU CANNOT FIND ANY INCRIMINATING EVIDENCE.
64	3505	11	POLICE ARRIVE.
64	3524	58	UDU ENTERS. 'I'M SORRY, BUT SENATOR KOI WILL NOT BE IN. LEAVE WHEN YOU WISH.'
64	3594	66	KOI, MCKAY AND TSAI ARE SITTING HERE. KOI STATES, 'SO WHAT CAN WE DO TO KEEP YOU QUIET?'
64	3664	57	BEFORE ANYONE CAN REACT, LT. JENNER AND DOZENS OF POLICE FLOOD INTO THE ROOM
64	3734	36	JENNER SAYS, 'DR. COLDOR IS INSIDE TSAI'S LABS.'
64	3795	9	WHITE WHALE
64	3833	62	THE BAR IS DIM AND HAZY. BLEARY EYED PATRONS SLUMP IN THEIR CHAIRS. DO YOU MINGLE?
64	3917	30	NO ONE HAS ANYTHING INTERESTING TO SAY.
64	3970	66	A GREASY MECHANIC WHISPERS, '...SAW TSAI TALKING WITH AN EARTHER. HE'S IN NEO'S POCKET.'
64	4040	77	A SLUMPED SECURITY GUARD COMPLAINS, 'TSAI REPLACED ME WITH AN OFF-WORLD TEAM. PROFESSIONAL KILLERS...'
64	4121	102	A WEARY FELLOW IN A RUMPLED BUSINESS SUIT MURMURS, 'KOI'S DOING STOCK TRADING SECRETLY. SEEMS TO THINK ANOTHER DISASTER WILL HIT EARTH.'
64	4235	12	MCKAY RESIDENCE
64	4276	35	THE HOUSE IS NICELY DECORATED. NO ONE IS HOME.
64	4326	18	POLICE ARE HERE WAITING.
64	4352	30	THE STUDY CONTAINS A REAL MAHOGANY DESK.
64	4412	51	YOU FIND A SECRET BANK BOOK, LISTING DOZENS OF PAYMENTS FROM TSAI.
64	4487	21	THE ROBO-CHEF LOOKS DISUSED.
64	4516	18	THE BED IS NEATLY MADE.
64	4550	11	TSAI RESIDENCE
64	4590	51	TSAI'S HOUSE IS BUILT IN AN OPEN STYLE FILLED WITH OPULENT ARTWORK.
64	4661	39	BENEATH A STATUE OF ATLAS YOU FIND A PRIVATE DIARY,
64	4728	7	DATA BANK
64	4778	47	AN OPERATOR GREETS YOU, 'GOOD DAY. DO YOU HAVE AUTHORIZATION?'
64	4957	28	I'M AFRAID YOU WILL HAVE TO LEAVE.'
64	4993	4	LEAVE
64	4999	5	ATTACK
64	5019	24	THE OPERATOR IS QUICKLY SILENCED
64	5126	21	POLICE ARE WAITING FOR YOU.
64	5154	21	THE COMPUTER IS INOPERATIVE.
64	5187	13	TRAINING FACILITY
64	5237	10	GIOTTO MINING
64	5276	29	A BURLY MINER STEPS UP. 'WATCHA WANT?'
64	5313	9	INFORMATION
64	5324	9	DEMO CHARGES
64	5335	6	NOTHING
64	5544	30	A HEAVY SECURITY FORCE IS IN THE LOBBY.
64	5582	69	A SECRETARY SITS BEHIND A HUGE DESK. 'WELCOME TO TSAI WEAPONRY. DO YOU HAVE AN APPOINTMENT?'
64	5814	4	LEAVE
64	5820	5	ATTACK
64	5840	54	SHIELDS PROTECT THE SECRETARY. WEAPONS POP FROM THE WALLS AND OPEN FIRE.
64	5909	24	GUARDS RUSH IN AND ALARMS RING.
64	5973	10	TSAI WEAPONRY
64	5993	18	A LARGE PRIVATE OFFICE.
64	6022	12	GUARDS RUSH IN.
64	6042	12	A MEETING ROOM.
64	6065	12	GUARDS RUSH IN.
64	6195	21	A SIGN ABOVE THE DOOR READS:
64	6233	39	THERE IS A VIDEO-PHONE HERE. DO YOU WISH TO USE IT?
64	6278	12	WHO DO YOU CALL?
64	6315	3	SCOT
64	6649	10	THE DATA BANK
64	6686	15	THE SENATOR'S OFFICE
64	6734	13	MCKAY'S RESIDENCE
64	6846	12	NO ONE ANSWERS.
64	7144	60	A SERGEANT ANSWERS, 'I'M SORRY, BUT THE CHIEF IS UNAVAILABLE. TRY AGAIN LATER.'
64	7334	39	A MAN ANSWERS, 'THE SENATOR IS NOT RECEIVING CALLS.'
64	7601	42	A SECRETARY ANSWERS, 'MR. TSAI IS IN MEETINGS ALL DAY.'
64	8198	14	MAKE ANOTHER CALL?
64	8222	18	DO YOU USE THE COMPUTER?
64	8246	10	WHO WILL TRY?
64	8270	9	WHICH FILE?
64	8401	15	YOUR ATTEMPT FAILS.
64	8423	39	YOU GET A READOUT OF NUMEROUS AWARDS AND CITATIONS.
64	8494	12	BOOK IN A DESK.
64	8547	27	LIST OF STOCKS HIDDEN IN HIS OFFICE.
64	8640	54	SCOT CALLS. 'YOUR ATTEMPT FAILED, BUT I WAS ABLE TO GET THE WORD ATLAS.'
64	8785	73	THE COMPUTER EXPLODES. THE OPERATOR LOOKS UP, STARTLED. 'WOW! THAT WAS A FANCY SECURITY PROGRAM!'
64	8863	58	LUNA SECURITY IS WATCHING A SUSPECTED NEO SPY. HE IS DESCRIBED AS CYBERNETIC.
64	8925	14	READ ANOTHER FILE?
64	8949	15	YOUR ATTEMPT FAILS.
64	8995	24	A QUICK SEARCH REVEALS NOTHING.
64	9023	24	YOU HAVE THE EVIDENCE YOU NEED.
64	9056	8	LT. JENNER
64	9066	9	CHIEF MCKAY
64	9077	6	SEN. KOI
64	9085	3	NEXT
64	9097	6	MR. TSAI
64	9105	8	DR. COLDOR
64	9118	3	PREV
64	9123	3	EXIT
64	9130	21	YOU LOCATE SOME INFORMATION
64	9155	18	YOU FIND A MENTION OF A
65	115	91	AS YOU ENTER THE MAIN RESEARCH SECTION, YOU SEE A PARTIALLY FAMILIAR FACE. NEXT TO HIM STANDS AN APPREHENSIVE DR. COLDOR.
65	210	101	HE GIVES A METALLIC LAUGH. 'FOOLS! YOUR FUTILE STRUGGLES DO NOT IMPRESS ME. I HAVE DRAINED THIS MISGUIDED SCIENTIST OF HER KNOWLEDGE!'
65	315	36	THE DOCTOR GIVES A START. 'WH-WHAT DO YOU MEAN?'
65	355	20	WITH A LAUGH, HE CONTINUES
65	385	112	BEFORE ANYONE CAN REACT, HE THRUSTS HER THROUGH THE LEFT DOOR AND DISAPPEARS AROUND THE CORNER. THE SOUNDS OF DOORS SEALING ECHO THROUGH THE COMPLEX.
65	612	36	THE DOOR HAS BEEN SEALED BY A SECURITY PROGRAM.
65	656	12	BYPASS SECURITY
65	670	9	DEMO CHARGE
65	681	6	NOTHING
65	798	26	YOU HAVE NO DEMO CHARGES WITH YOU.
65	831	18	THE DOOR DOES NOT OPEN.
65	859	13	THE DOOR IS OPEN.
65	904	37	THIS HEAVY DOOR IS BLAST PROOF. IT DOES NOT OPEN.
65	1140	21	GENNIES SHAMBLE TOWARD YOU.
65	1204	21	DO YOU ACTIVATE THE HUMMER?
65	1251	18	THE PLANTS STAGGER AWAY.
65	1280	41	THE HUMMER SMOKES AND FALLS SILENT. THE PLANTS ATTACK.
65	1377	48	YOU FIND THE REMAINS OF A SECURITY TEAM OVERCOME BY THE PLANTS.
65	1456	22	SECURITY FORCES SURPRISE YOU!
65	1504	32	YOU SPOT SECURITY FORCES MOVING IN ON YOU.
65	1606	94	DR. COLDOR IS AGAINST THE WALL, MENACED BY STRANGE PLANT GENNIES. THE CREATURES SEEM TO BE SCARED BY SOMETHING SHE'S HOLDING.
65	1704	30	THE PLANTS TURN AND ATTACK YOU INSTEAD.
65	1747	105	DR. COLDOR COMES OVER, HOLDING A PALM SIZED DEVICE. 'I WAS ABLE TO HOLD THE PLANTS OFF WITH THIS HUMMER. IT IS A PROTOTYPE I AM DEVELOPING.'
65	1856	10	SHE CONTINUES
65	2052	33	YOU NOTICE A FEW DEMO CHARGES ON THE TABLE.
65	2143	48	THE ROOM IS FILLED WITH RACKS OF ADVANCED ELECTRONIC EQUIPMENT.
65	2214	45	YOU FIND COMPONENTS THAT COULD BE USED TO REPAIR A HUMMER.
65	2312	39	YOU FIND THE SECOND HUMMER PROTOTYPE ON A LAB TABLE.
65	2371	43	THIS LAB HAS SEEN RECENT USE AND IS IN TERRIBLE DISARRAY.
65	2498	21	PLANT GENNIES REACH FOR YOU.
65	2574	21	DO YOU ACTIVATE THE HUMMER?
65	2621	24	THE BEASTS RECOIL. DO YOU LEAVE?
65	2654	33	THE HUMMER BEGINS TO HEAT UP. DO YOU LEAVE?
65	2696	54	THE HUMMER SPARKS AND ITS WHINE FADES TO SILENCE. THE CREATURES ADVANCE.
65	2784	57	THE SECURITY OFFICE IS ABANDONED. CONTROLS WINK SILENTLY ON THE RIGHT WALL.
65	2856	75	THIS IS THE SECURITY CONSOLE. THE DOORS CAN BE UNSEALED FROM HERE. DO YOU TRY TO OVERRIDE SECURITY?
65	2982	46	THE SYSTEM DETECTS YOUR TAMPERING AND SHUTS DOWN YOUR ACCESS.
65	3033	24	DOORS HISS OPEN IN THE DISTANCE.
65	3094	55	YOU HAVE ENTERED THE MAIN CONTROL BUNKER. A MECHANICAL VOICE COUNTS DOWN.
65	3173	35	BANKS OF CONTROLS LIE DORMANT ALONG THE WALLS.
65	3232	24	THE RECEPTION AREA IS ABANDONED.
65	3280	42	CHAIRS AND PAPER ARE SCATTERED AROUND THIS MEETING ROOM.
65	3343	88	IN THE CENTER OF THE ROOM IS A SMALL SPACE CRAFT. PURGE COMMANDOS ARE LOADING THE LAST OF A STACK OF METAL CANISTERS.
65	3441	42	OTHERS ARE IN THE RAFTERS, TRYING TO RETRACT THE DOME.
65	3519	23	YOU HAVEN'T BEEN NOTICED YET.
65	3550	9	SLIP FORWARD
65	3561	6	RETREAT
65	3569	5	ATTACK
65	3637	57	YOU SPOT THE CYBORG AT THE TOP OF THE GANTRY, OVERSEEING THE FINAL LOADING.
65	3698	73	A HEAD POKES OUT FROM AN AIRSHAFT. YOU RECOGNIZE IT AS DR. COLDOR'S. SHE MOUTHS, 'DISTRACT THEM.'
65	3780	5	ATTACK
65	3787	3	TALK
65	3821	51	THE COMMANDOS NOTICE YOU. WITH A SINGLE FANATIC SHOUT, THEY CHARGE!
65	3905	145	THE CYBORG STEPS FROM THE ROCKET. 'YOU DO NOT UNDERSTAND. I AM PURGE! DEFEAT ME A THOUSAND TIMES AND I WILL COME BACK STRONGER. I REPRESENT THE NEW ORDER. YOU SHALL BE SWEPT AWAY WITH THE OLD!'
65	4054	56	IN THE BACKGROUND, DR. COLDOR SLIPS FROM THE AIRSHAFT AND INTO THE ROCKET.
65	4128	19	COMMANDOS AID THE CYBORG.
65	4157	51	HOWEVER MANY OF THEM ARE UP WORKING ON THE DOME AND UNABLE TO HELP.
65	4257	83	THE BADLY CRIPPLED CYBORG CRAWLS TOWARD THE SHIP. SUDDENLY, ALARMS BLARE AS THE ROCKET ENGINES SPRING TO LIFE!
65	4344	71	YOU BARELY REACH COVER AS THE SHIP BLASTS THROUGH THE DOME. NOTHING BUT SLAG IS LEFT BELOW IT.
65	4422	95	SCOT CONTACTS YOU, 'I HAVE JUST SPOKEN WITH DR. COLDOR. SHE IS TAKING THE EQUIPMENT TO NEO. I HAVE GIVEN HER THE COORDINATES.'
65	4528	56	POLICE SOON ARRIVE. YOU ARE GIVEN A SMALL REWARD AS THEY HUSTLE YOU ALONG.
65	4604	95	THE POLICE ARE FRIENDLY, BUT FIRM. 'YOU WILL BE REMEMBERED WELL, BUT LUNA IS A FRAGILE PLACE. PLEASE, DO NOT RETURN TOO SOON.'
65	4703	32	YOU BOARD YOUR SHIP AND LAUNCH INTO SPACE.
65	4783	131	THESE ARE THE ENVIRONMENTAL CONTROLS. FROM HERE YOU CAN REPROGRAM THE COMPUTER TO REFUSE TO OPEN THE SPACE PORT DOME OR TO SPRAY HERBICIDE THROUGHOUT THE COMPLEX. DO YOU TRY?
65	4924	12	WHAT TASK WILL
65	4943	7	ATTEMPT.
65	4958	3	DOME
65	4963	7	HERBICIDE
65	4972	3	BOTH
65	5007	45	YOU CAN END COMPUTER CONTROL OF THE PORT'S DOME. DO YOU TRY?
65	5106	89	SUCCEEDS AT ISOLATING THE DOME CONTROLS. ANYONE WHO WISHES TO LAUNCH A SPACESHIP WILL NEED TO OPEN THE DOOR MANUALLY.
65	5237	58	YOU CAN PROGRAM THE COMPUTER TO DOUSE THE COMPLEX WITH HERBICIDE. DO YOU TRY?
65	5349	105	ACTIVATES THE HERBICIDE DISPENSERS. A PLANT GENNIE STUMBLES INTO THE ROOM, DISINTEGRATING FROM THE TOXIC SPRAY. IT DISSOLVES INTO A PUDDLE.
65	5532	57	ATTRACTS THE ATTENTION OF THE SECURITY PROGRAM. IT SHUTS THE TERMINAL DOWN.
65	5623	26	THE ROOM CONTAINS MANY EXPLOSIVES.
65	5699	19	DO YOU REPAIR THE HUMMER?
65	5777	37	YOU USE THE REMAINING PARTS TO REPAIR THE HUMMER.
65	5831	33	YOU FAIL, DESPITE USING UP THE SPARE PARTS.
65	5868	55	YOU MANAGE TO GET THE HUMMER WORKING AGAIN WITHOUT USING ANY SPARE PARTS.
65	5943	42	THE SLUDGY REMAINS OF PLANT GENNIES POOL IN THE CORNERS.
65	5989	10	WHO WILL TRY?
66	104	30	YOUR DEPARTURE FROM LUNA GOES SMOOTHLY.
66	141	84	SUDDENLY, THERE IS AN EXPLOSION AND THE ENGINE SPUTTERS ONCE BEFORE SHUTTING OFF. THE MAELSTROM RIDER IS ADRIFT.
66	232	112	ANOTHER EXPLOSION OCCURS AND YOU LOSE SENSORS. THE COMPUTER WARNS, 'CRITICAL RADIATION LEVELS. RECOMMEND EVACUATION USING ESCAPE POD ON THIS LEVEL.'
66	393	75	THIS REINFORCED DOOR REQUIRES BOTH AN ACCESS CODE AND A RAM SECURITY CARD. TRY TO OVERRIDE THE DOOR?
66	481	17	WHO BYPASSES SECURITY?
